,Customer,State,Coverage,Education,Job_Status,Gender,Income,Location,Civil_Status,Monthly_Price,Months_LastClaim,Months_SinceActivation,Number_Open_Complaints,Number_Insurances,Policy_Type,Sales_Channel,Car_Type,Car_Size
3648,VB22338,Nevada,Basic,High School or Below,Employed,M,31842,Urban,Single,108,7,31,0,1,Special Auto,Agent,SUV,Small
3649,JU66696,California,Extended,Master,Unemployed,F,0,Suburban,Married,131,15,90,0,8,Corporate Auto,Branch,Sports Car,Large
3650,AE60813,Oregon,Basic,College,Employed,F,75090,Rural,Married,63,10,67,1,7,Personal Auto,Branch,Four-Door Car,Medsize
3651,AS99827,Oregon,Basic,Bachelor,Unemployed,F,0,Suburban,Single,62,15,95,0,6,Personal Auto,Branch,Four-Door Car,Medsize
3652,XQ80738,Oregon,Basic,High School or Below,Employed,F,72014,Urban,Married,72,24,58,0,1,Personal Auto,Agent,Four-Door Car,Medsize
3653,KX82226,Arizona,Extended,High School or Below,Medical Leave,M,13512,Suburban,Single,92,14,24,0,1,Personal Auto,Call Center,Two-Door Car,Medsize
3654,MA43940,Oregon,Basic,High School or Below,Employed,M,75909,Suburban,Married,117,23,77,0,3,Special Auto,Branch,Sports Car,Medsize
3655,JL93248,Oregon,Basic,High School or Below,Disabled,F,18884,Suburban,Divorced,64,21,90,0,2,Personal Auto,Branch,Four-Door Car,Small
3656,PY98628,Arizona,Extended,High School or Below,Unemployed,M,0,Suburban,Single,79,21,53,1,7,Personal Auto,Agent,Two-Door Car,Medsize
3657,GX32768,Oregon,Basic,Bachelor,Unemployed,F,0,Suburban,Single,74,1,52,1,2,Corporate Auto,Agent,Four-Door Car,Medsize
3658,AM89558,Nevada,Basic,College,Retired,M,26802,Suburban,Married,66,7,43,1,5,Corporate Auto,Agent,Two-Door Car,Medsize
3659,EL41362,California,Basic,College,Employed,F,99839,Suburban,Married,66,17,12,0,3,Personal Auto,Agent,Four-Door Car,Small
3660,XK91603,California,Basic,College,Employed,F,24186,Suburban,Single,64,8,11,0,1,Personal Auto,Agent,Four-Door Car,Medsize
3661,MG77033,California,Basic,College,Employed,M,46971,Rural,Married,69,26,21,0,3,Corporate Auto,Agent,Four-Door Car,Large
3662,OM70085,Oregon,Extended,Bachelor,Unemployed,F,0,Suburban,Single,83,29,13,0,2,Personal Auto,Agent,Four-Door Car,Medsize
3663,NB57112,Oregon,Basic,Bachelor,Unemployed,F,0,Suburban,Single,117,24,8,1,6,Personal Auto,Agent,Sports Car,Medsize
3664,WH60140,Arizona,Basic,Bachelor,Unemployed,M,0,Suburban,Single,69,22,11,0,1,Personal Auto,Call Center,Two-Door Car,Small
3665,FV92759,Oregon,Basic,College,Unemployed,F,0,Suburban,Divorced,66,16,35,4,1,Personal Auto,Branch,Four-Door Car,Small
3666,YW85018,Nevada,Basic,Bachelor,Employed,M,26790,Suburban,Married,71,4,41,0,1,Personal Auto,Agent,Two-Door Car,Medsize
3667,BY84257,Arizona,Basic,College,Unemployed,M,0,Suburban,Single,71,28,15,0,1,Special Auto,Branch,Four-Door Car,Medsize
3668,JT69863,Arizona,Basic,Bachelor,Medical Leave,M,16258,Suburban,Married,64,13,84,0,1,Personal Auto,Branch,Two-Door Car,Medsize
3669,OE15600,California,Basic,College,Employed,M,91169,Rural,Single,65,5,50,0,1,Personal Auto,Call Center,Two-Door Car,Medsize
3670,BU81591,California,Extended,College,Unemployed,M,0,Suburban,Married,90,33,75,0,2,Corporate Auto,Call Center,Four-Door Car,Large
3671,XL44677,California,Basic,Bachelor,Retired,M,25905,Suburban,Divorced,63,21,12,0,1,Personal Auto,Agent,Four-Door Car,Large
3672,No73821,Oregon,Extended,High School or Below,Employed,M,44577,Suburban,Single,131,27,7,0,9,Personal Auto,Branch,SUV,Medsize
3673,VJ24328,Oregon,Basic,High School or Below,Employed,M,53021,Suburban,Married,68,28,71,4,1,Personal Auto,Agent,Four-Door Car,Medsize
3674,XW63353,Oregon,Extended,High School or Below,Employed,M,56980,Suburban,Married,84,33,70,0,7,Personal Auto,Agent,Two-Door Car,Medsize
3675,JZ31045,California,Basic,College,Employed,F,97719,Urban,Married,67,6,82,0,1,Personal Auto,Branch,Four-Door Car,Medsize
3676,UM27359,Arizona,Basic,Bachelor,Employed,M,49530,Urban,Married,63,8,64,0,2,Personal Auto,Web,Four-Door Car,Medsize
3677,ND71187,Arizona,Extended,Master,Employed,M,56233,Suburban,Married,79,30,61,0,2,Corporate Auto,Agent,Four-Door Car,Large
3678,YR63096,Nevada,Basic,High School or Below,Employed,F,79140,Suburban,Married,74,9,59,0,9,Corporate Auto,Agent,Four-Door Car,Small
3679,SN21895,Arizona,Extended,Bachelor,Medical Leave,F,13088,Suburban,Married,82,29,77,0,3,Personal Auto,Agent,Four-Door Car,Small
3680,FY90924,Arizona,Basic,High School or Below,Employed,F,73601,Urban,Married,73,10,42,0,1,Personal Auto,Agent,Four-Door Car,Medsize
3681,CN30964,California,Extended,Bachelor,Employed,F,31517,Suburban,Married,84,33,74,2,3,Personal Auto,Agent,Two-Door Car,Small
3682,BN14307,Oregon,Basic,College,Unemployed,M,0,Suburban,Single,69,24,23,0,8,Personal Auto,Call Center,Two-Door Car,Medsize
3683,XG35514,California,Basic,High School or Below,Unemployed,M,0,Suburban,Single,69,28,29,2,3,Personal Auto,Branch,Four-Door Car,Medsize
3684,RL28918,California,Basic,High School or Below,Employed,M,42148,Urban,Married,104,4,29,0,2,Personal Auto,Branch,SUV,Small
3685,SR74929,Oregon,Extended,High School or Below,Unemployed,F,0,Suburban,Single,133,23,32,0,6,Personal Auto,Call Center,SUV,Medsize
3686,HK93338,Washington,Basic,High School or Below,Disabled,F,23769,Suburban,Divorced,69,18,14,0,2,Personal Auto,Branch,Four-Door Car,Medsize
3687,QR53727,Arizona,Basic,High School or Below,Unemployed,F,0,Suburban,Single,109,5,64,0,4,Personal Auto,Web,SUV,Medsize
3688,SQ35375,Oregon,Basic,Doctor,Employed,F,22241,Suburban,Married,63,1,1,0,6,Personal Auto,Web,Four-Door Car,Medsize
3689,UD77728,Arizona,Basic,Bachelor,Employed,F,23550,Urban,Married,72,17,3,0,3,Personal Auto,Agent,Four-Door Car,Medsize
3690,GP13187,California,Basic,Master,Unemployed,F,0,Suburban,Married,190,1,36,0,3,Personal Auto,Branch,Luxury Car,Medsize
3691,AQ70619,California,Basic,High School or Below,Employed,M,71024,Urban,Married,65,26,96,1,2,Corporate Auto,Agent,Four-Door Car,Medsize
3692,IP65887,Oregon,Basic,Bachelor,Employed,F,71644,Suburban,Married,105,19,83,0,2,Corporate Auto,Call Center,SUV,Medsize
3693,KS98084,California,Basic,Master,Employed,F,50363,Rural,Married,63,24,40,0,8,Personal Auto,Agent,Four-Door Car,Medsize
3694,QU55718,California,Extended,Bachelor,Employed,F,92914,Suburban,Married,136,24,55,0,8,Personal Auto,Agent,Sports Car,Large
3695,TS31417,Washington,Basic,College,Medical Leave,M,16645,Suburban,Married,117,19,92,0,2,Personal Auto,Web,SUV,Medsize
3696,QG83213,California,Extended,College,Unemployed,M,0,Suburban,Single,94,7,8,0,6,Personal Auto,Agent,Four-Door Car,Small
3697,SA40041,Washington,Basic,Bachelor,Employed,F,22814,Suburban,Divorced,73,16,59,0,9,Personal Auto,Agent,Four-Door Car,Small
3698,MC36247,Oregon,Basic,Bachelor,Retired,M,22828,Suburban,Married,106,11,54,0,2,Personal Auto,Agent,SUV,Medsize
3699,FO13070,California,Basic,High School or Below,Employed,M,51066,Suburban,Single,74,23,0,0,8,Personal Auto,Call Center,Four-Door Car,Medsize
3700,VL97142,Oregon,Basic,College,Employed,M,68507,Rural,Married,110,5,29,0,2,Personal Auto,Agent,SUV,Medsize
3701,CI57475,Arizona,Extended,College,Unemployed,F,0,Suburban,Married,87,13,6,0,1,Personal Auto,Agent,Four-Door Car,Small
3702,KJ19260,Arizona,Basic,College,Employed,M,37929,Rural,Divorced,61,21,35,0,5,Corporate Auto,Call Center,Four-Door Car,Medsize
3703,GN93462,California,Extended,Bachelor,Employed,M,89285,Rural,Married,81,25,3,0,3,Personal Auto,Call Center,Four-Door Car,Medsize
3704,QB86817,Oregon,Extended,High School or Below,Employed,F,98235,Urban,Divorced,93,21,68,0,8,Personal Auto,Agent,Four-Door Car,Medsize
3705,AZ68072,Oregon,Basic,Bachelor,Medical Leave,F,23650,Rural,Married,61,5,10,2,3,Personal Auto,Agent,Four-Door Car,Medsize
3706,MZ43298,California,Extended,Bachelor,Employed,F,90167,Urban,Single,131,31,42,0,1,Corporate Auto,Web,SUV,Medsize
3707,KS12490,Oregon,Extended,High School or Below,Employed,M,64669,Suburban,Married,131,22,32,0,6,Personal Auto,Call Center,Sports Car,Small
3708,TL18087,Washington,Extended,Bachelor,Employed,M,65083,Suburban,Married,77,30,68,0,1,Personal Auto,Web,Four-Door Car,Medsize
3709,ZT18953,Oregon,Basic,Bachelor,Unemployed,F,0,Suburban,Married,109,25,93,0,4,Corporate Auto,Branch,SUV,Medsize
3710,EF13716,Oregon,Basic,College,Employed,M,60462,Urban,Married,68,14,10,1,1,Personal Auto,Agent,Four-Door Car,Large
3711,RN87402,California,Basic,College,Unemployed,F,0,Suburban,Married,69,35,50,0,2,Corporate Auto,Branch,Four-Door Car,Small
3712,RJ40995,Arizona,Basic,Doctor,Employed,M,36631,Rural,Divorced,62,30,77,0,1,Personal Auto,Agent,Four-Door Car,Large
3713,GB47529,Oregon,Extended,High School or Below,Employed,F,40308,Suburban,Divorced,136,4,69,0,1,Corporate Auto,Web,Sports Car,Medsize
3714,MB63131,Oregon,Basic,Bachelor,Unemployed,F,0,Suburban,Married,64,5,18,1,6,Corporate Auto,Call Center,Four-Door Car,Medsize
3715,KN57002,Arizona,Extended,Bachelor,Unemployed,M,0,Suburban,Single,130,32,38,0,4,Corporate Auto,Agent,SUV,Small
3716,DR68556,Oregon,Basic,High School or Below,Employed,M,85067,Urban,Married,65,34,51,0,2,Personal Auto,Branch,Four-Door Car,Medsize
3717,CS70768,California,Basic,High School or Below,Unemployed,F,0,Suburban,Single,64,27,1,0,2,Personal Auto,Branch,Four-Door Car,Medsize
3718,XY33610,Washington,Basic,College,Employed,M,97750,Urban,Divorced,65,15,51,0,2,Personal Auto,Agent,Four-Door Car,Medsize
3719,LO17953,Oregon,Basic,Doctor,Employed,F,38704,Rural,Married,65,10,28,0,9,Personal Auto,Branch,Four-Door Car,Large
3720,LZ35469,California,Basic,Bachelor,Employed,F,76731,Urban,Married,64,2,68,0,1,Personal Auto,Agent,Four-Door Car,Medsize
3721,BM27144,California,Basic,College,Employed,F,57446,Rural,Divorced,64,20,30,0,2,Personal Auto,Agent,Four-Door Car,Medsize
3722,EA14700,California,Basic,Bachelor,Unemployed,M,0,Suburban,Single,73,9,83,0,6,Personal Auto,Call Center,Two-Door Car,Small
3723,FQ70521,California,Premium,High School or Below,Employed,F,96768,Rural,Married,111,6,65,2,3,Personal Auto,Agent,Four-Door Car,Large
3724,OA99158,California,Basic,Bachelor,Unemployed,M,0,Suburban,Married,65,9,31,0,2,Corporate Auto,Agent,Two-Door Car,Medsize
3725,YS84064,Arizona,Premium,Bachelor,Unemployed,M,0,Suburban,Single,180,29,19,3,2,Corporate Auto,Agent,SUV,Medsize
3726,YD45065,Oregon,Basic,College,Unemployed,F,0,Suburban,Divorced,118,14,64,0,4,Personal Auto,Agent,SUV,Medsize
3727,OC88207,California,Basic,Master,Employed,M,77265,Rural,Married,69,25,10,0,3,Special Auto,Branch,Two-Door Car,Medsize
3728,IL47644,Oregon,Basic,High School or Below,Employed,F,48736,Urban,Married,111,14,62,0,3,Personal Auto,Call Center,SUV,Medsize
3729,CW27031,Washington,Extended,High School or Below,Unemployed,F,0,Suburban,Single,126,7,80,0,2,Corporate Auto,Agent,SUV,Medsize
3730,XX44146,California,Extended,High School or Below,Unemployed,F,0,Suburban,Single,89,33,98,0,3,Personal Auto,Branch,Two-Door Car,Small
3731,LH26131,Nevada,Premium,High School or Below,Unemployed,F,0,Suburban,Single,108,2,18,0,1,Personal Auto,Agent,Two-Door Car,Large
3732,HU94030,Arizona,Extended,High School or Below,Employed,F,46667,Rural,Single,129,27,84,1,3,Corporate Auto,Branch,SUV,Large
3733,GP39118,Washington,Basic,High School or Below,Employed,M,71600,Rural,Married,63,17,43,0,7,Personal Auto,Call Center,Two-Door Car,Medsize
3734,QL80658,Arizona,Extended,High School or Below,Employed,M,84229,Suburban,Married,98,25,20,0,1,Personal Auto,Branch,Four-Door Car,Small
3735,LU63980,Nevada,Basic,College,Unemployed,M,0,Suburban,Married,62,0,83,0,1,Personal Auto,Web,Two-Door Car,Large
3736,HQ41200,Oregon,Premium,College,Employed,F,26118,Suburban,Divorced,101,30,2,0,9,Personal Auto,Agent,Four-Door Car,Medsize
3737,DZ81394,Oregon,Basic,High School or Below,Unemployed,F,0,Suburban,Single,118,20,19,0,3,Personal Auto,Agent,SUV,Medsize
3738,IN41344,Washington,Basic,College,Employed,M,24049,Suburban,Married,74,34,80,0,1,Personal Auto,Branch,Four-Door Car,Medsize
3739,QJ22615,Arizona,Basic,Master,Employed,F,37998,Suburban,Married,61,26,27,0,7,Special Auto,Call Center,Four-Door Car,Medsize
3740,FJ24418,Arizona,Extended,Doctor,Unemployed,F,0,Suburban,Married,95,22,80,0,1,Personal Auto,Agent,Four-Door Car,Medsize
3741,JR45097,Oregon,Basic,College,Unemployed,M,0,Suburban,Single,184,0,94,0,9,Personal Auto,Agent,Luxury SUV,Medsize
3742,DT82702,Arizona,Basic,College,Unemployed,F,0,Suburban,Married,66,16,77,0,2,Personal Auto,Agent,Four-Door Car,Medsize
3743,ME87834,Oregon,Basic,Bachelor,Employed,M,62396,Suburban,Married,107,24,52,0,1,Personal Auto,Web,SUV,Medsize
3744,DB91647,California,Basic,College,Employed,M,99239,Suburban,Single,74,9,14,0,6,Personal Auto,Web,Four-Door Car,Small
3745,UM44109,Oregon,Basic,College,Employed,M,94303,Rural,Married,65,16,9,0,2,Personal Auto,Call Center,Four-Door Car,Medsize
3746,RT22532,Arizona,Basic,Bachelor,Disabled,M,18375,Suburban,Married,103,8,50,0,1,Personal Auto,Branch,Sports Car,Large
3747,DU60004,Nevada,Extended,College,Employed,F,76769,Rural,Married,88,6,91,0,1,Corporate Auto,Web,Four-Door Car,Medsize
3748,XR17548,Oregon,Basic,High School or Below,Employed,M,78735,Urban,Married,63,32,53,1,6,Personal Auto,Branch,Four-Door Car,Medsize
3749,VR14881,Oregon,Extended,Bachelor,Unemployed,M,0,Suburban,Single,130,3,46,0,3,Personal Auto,Agent,Sports Car,Medsize
3750,FS81127,California,Basic,Bachelor,Unemployed,F,0,Suburban,Married,67,3,42,1,1,Corporate Auto,Web,Four-Door Car,Medsize
3751,VD19899,California,Premium,Doctor,Employed,F,50494,Urban,Married,114,19,15,0,2,Personal Auto,Call Center,Two-Door Car,Medsize
3752,SP93911,California,Premium,High School or Below,Employed,F,86721,Urban,Divorced,110,20,99,1,3,Corporate Auto,Agent,Two-Door Car,Medsize
3753,GH49378,California,Basic,Bachelor,Employed,F,67371,Rural,Married,63,25,14,0,3,Personal Auto,Web,Four-Door Car,Medsize
3754,MZ30958,Nevada,Extended,High School or Below,Retired,M,21835,Suburban,Married,90,6,78,0,7,Corporate Auto,Agent,Two-Door Car,Medsize
3755,FU55433,Arizona,Basic,High School or Below,Employed,M,62452,Suburban,Married,67,1,9,0,1,Corporate Auto,Branch,Two-Door Car,Medsize
3756,SZ14518,California,Basic,College,Unemployed,F,0,Suburban,Divorced,72,15,45,0,2,Personal Auto,Call Center,Four-Door Car,Medsize
3757,XI58886,California,Basic,High School or Below,Employed,M,69809,Rural,Married,70,0,60,0,1,Personal Auto,Branch,Two-Door Car,Medsize
3758,NL17031,Washington,Extended,High School or Below,Unemployed,M,0,Suburban,Single,84,31,28,0,1,Personal Auto,Agent,Two-Door Car,Medsize
3759,OB32861,Nevada,Extended,High School or Below,Unemployed,M,0,Suburban,Married,84,14,66,0,3,Special Auto,Web,Two-Door Car,Medsize
3760,AZ84403,Oregon,Extended,College,Unemployed,F,0,Suburban,Married,238,19,29,0,2,Personal Auto,Branch,Luxury SUV,Medsize
3761,PU34934,Arizona,Extended,College,Employed,F,22601,Suburban,Married,88,1,41,0,2,Personal Auto,Branch,Four-Door Car,Medsize
3762,WX87964,Washington,Basic,High School or Below,Employed,M,29560,Suburban,Married,62,21,89,0,7,Personal Auto,Agent,Four-Door Car,Medsize
3763,VI12468,Oregon,Extended,Bachelor,Unemployed,F,0,Urban,Married,133,1,85,0,2,Personal Auto,Branch,SUV,Medsize
3764,RC44077,California,Basic,Bachelor,Employed,M,26790,Suburban,Married,71,4,41,0,1,Personal Auto,Agent,Two-Door Car,Medsize
3765,ZQ48144,California,Extended,Bachelor,Employed,F,34986,Rural,Married,91,7,75,0,1,Corporate Auto,Web,Four-Door Car,Medsize
3766,MA83261,Arizona,Basic,High School or Below,Employed,M,66378,Rural,Divorced,71,20,61,0,1,Corporate Auto,Call Center,Two-Door Car,Medsize
3767,ER63193,California,Extended,High School or Below,Employed,F,48784,Urban,Married,96,28,86,0,3,Corporate Auto,Branch,Four-Door Car,Medsize
3768,XZ34917,Washington,Basic,Bachelor,Employed,M,41043,Suburban,Married,72,22,60,0,3,Personal Auto,Call Center,Four-Door Car,Small
3769,WH36754,Oregon,Basic,College,Employed,F,32775,Urban,Divorced,61,10,73,0,2,Personal Auto,Branch,Four-Door Car,Small
3770,ZG90341,Oregon,Premium,Bachelor,Employed,M,61200,Suburban,Single,118,20,74,0,4,Personal Auto,Branch,Four-Door Car,Medsize
3771,KR82385,California,Basic,Master,Employed,M,66334,Suburban,Single,69,25,25,0,4,Personal Auto,Call Center,Two-Door Car,Medsize
3772,MC48570,Arizona,Basic,Doctor,Disabled,F,18661,Urban,Married,62,13,74,0,1,Personal Auto,Web,Two-Door Car,Medsize
3773,MP13698,Oregon,Premium,College,Unemployed,F,0,Suburban,Single,111,29,60,0,3,Personal Auto,Agent,Two-Door Car,Medsize
3774,JE84351,Oregon,Extended,Bachelor,Employed,M,53133,Suburban,Single,91,11,6,0,9,Personal Auto,Agent,Two-Door Car,Small
3775,BU72276,California,Basic,Bachelor,Employed,F,25134,Suburban,Married,67,3,0,0,6,Personal Auto,Call Center,Four-Door Car,Small
3776,DC78147,Arizona,Extended,College,Unemployed,M,0,Suburban,Single,126,12,4,0,2,Personal Auto,Agent,SUV,Medsize
3777,DB17162,Arizona,Basic,High School or Below,Employed,M,64324,Suburban,Married,67,7,67,0,3,Personal Auto,Branch,Four-Door Car,Small
3778,TG97744,Oregon,Extended,Bachelor,Employed,F,25820,Suburban,Divorced,82,10,69,0,1,Corporate Auto,Agent,Four-Door Car,Medsize
3779,QT26393,California,Basic,Bachelor,Medical Leave,M,29152,Urban,Divorced,67,24,72,0,1,Personal Auto,Agent,Two-Door Car,Medsize
3780,UG49716,Washington,Basic,College,Unemployed,F,0,Suburban,Single,114,19,77,0,1,Personal Auto,Branch,Sports Car,Large
3781,HF11584,Arizona,Basic,Master,Employed,M,62448,Suburban,Married,107,0,11,0,2,Personal Auto,Branch,SUV,Medsize
3782,MS87381,California,Extended,High School or Below,Unemployed,F,0,Suburban,Married,81,27,93,1,2,Personal Auto,Branch,Four-Door Car,Medsize
3783,YU79270,Arizona,Basic,College,Medical Leave,M,27132,Suburban,Single,63,32,59,1,4,Personal Auto,Branch,Four-Door Car,Medsize
3784,HU81007,Oregon,Basic,Bachelor,Disabled,F,21706,Suburban,Divorced,108,19,28,0,3,Personal Auto,Agent,SUV,Medsize
3785,XH53960,Arizona,Basic,Bachelor,Unemployed,F,0,Suburban,Single,61,16,46,0,1,Personal Auto,Agent,Four-Door Car,Small
3786,MM62953,Arizona,Basic,High School or Below,Employed,M,66620,Suburban,Married,70,13,75,0,7,Personal Auto,Agent,Four-Door Car,Medsize
3787,DA74095,Arizona,Premium,Bachelor,Employed,F,42800,Suburban,Married,153,4,11,1,1,Personal Auto,Call Center,Sports Car,Medsize
3788,QD46343,Arizona,Extended,High School or Below,Employed,F,66676,Suburban,Married,97,0,40,0,1,Personal Auto,Agent,Four-Door Car,Small
3789,FR17176,Arizona,Basic,High School or Below,Unemployed,F,0,Suburban,Married,68,11,52,0,2,Personal Auto,Agent,Four-Door Car,Medsize
3790,WY26014,California,Extended,High School or Below,Employed,F,37433,Urban,Married,90,7,18,0,2,Personal Auto,Agent,Four-Door Car,Medsize
3791,RY32848,Oregon,Extended,Doctor,Employed,M,44930,Rural,Married,132,19,42,0,2,Personal Auto,Call Center,SUV,Medsize
3792,JG83987,Arizona,Extended,Bachelor,Employed,F,30857,Urban,Married,81,17,14,0,7,Personal Auto,Web,Two-Door Car,Large
3793,MQ48266,Arizona,Basic,Bachelor,Employed,F,46507,Urban,Married,73,17,32,4,3,Personal Auto,Agent,Two-Door Car,Medsize
3794,EA68909,California,Basic,Bachelor,Employed,M,48473,Suburban,Single,63,1,73,0,1,Personal Auto,Agent,Four-Door Car,Medsize
3795,KP51068,Oregon,Basic,Bachelor,Employed,M,59961,Urban,Single,68,8,7,0,1,Personal Auto,Branch,Four-Door Car,Medsize
3796,CM78608,California,Basic,High School or Below,Employed,F,88359,Rural,Divorced,73,1,49,0,9,Personal Auto,Call Center,Two-Door Car,Medsize
3797,TZ11597,California,Basic,College,Employed,M,97607,Rural,Married,71,2,67,0,9,Personal Auto,Branch,Two-Door Car,Medsize
3798,GS76685,California,Basic,High School or Below,Retired,M,20228,Suburban,Divorced,101,3,43,1,2,Corporate Auto,Branch,SUV,Medsize
3799,BR40272,California,Premium,College,Employed,M,49009,Suburban,Married,105,17,28,0,7,Personal Auto,Branch,Four-Door Car,Medsize
3800,FX36546,Washington,Extended,Master,Employed,M,60804,Rural,Married,92,16,50,0,1,Personal Auto,Agent,Four-Door Car,Medsize
3801,FY31714,Oregon,Extended,Bachelor,Employed,M,78374,Urban,Single,82,17,84,0,2,Personal Auto,Call Center,Four-Door Car,Large
3802,GL99349,California,Basic,High School or Below,Employed,M,95621,Suburban,Married,66,7,90,5,2,Personal Auto,Web,Two-Door Car,Small
3803,HH49391,Oregon,Extended,High School or Below,Retired,M,15741,Suburban,Divorced,132,14,4,0,4,Special Auto,Web,SUV,Medsize
3804,WG26617,Oregon,Extended,Bachelor,Employed,M,38279,Rural,Married,82,5,41,0,2,Personal Auto,Web,Two-Door Car,Medsize
3805,JL97265,Oregon,Basic,Master,Unemployed,M,0,Suburban,Married,61,4,15,0,7,Personal Auto,Web,Four-Door Car,Medsize
3806,QQ25666,Arizona,Basic,High School or Below,Employed,M,60120,Urban,Married,182,30,21,0,6,Personal Auto,Branch,Luxury Car,Medsize
3807,VE72838,Arizona,Premium,High School or Below,Employed,F,59207,Suburban,Single,116,23,21,0,2,Personal Auto,Agent,Four-Door Car,Medsize
